Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,43.680,3,0,11.794
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,139.930,7,0,34.983
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,2.672,1,0.2,0.334
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Accessories,79.512,3,0.2,20.872
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper,36.288,7,0.2,12.701
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,67.993,1,0.32,-12.999
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,10.160,2,0,3.454
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Furniture,Furnishings,6.160,2,0,1.971
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,56.300,2,0,15.764
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,6.480,1,0,3.110
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Storage,1325.850,5,0,238.653
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Labels,14.940,3,0,6.872
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,34.540,1,0,17.270
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Technology,Copiers,2999.950,5,0,1439.976
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,64.120,4,0,30.778
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,2.189
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,209.986,2,0.3,8.999
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,29.760,5,0.2,1.860
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,89.768,1,0.3,-2.565
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Copiers,959.984,2,0.2,335.994
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.552,3,0.2,5.638
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,34.360,1,0.2,-7.302
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,98.376,3,0.2,35.661
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,29.940,4,0.7,-23.952
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,17.472,3,0.2,5.678
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,36.738,1,0.4,-9.185
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,179.940,2,0.4,-44.985
Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,383.640,6,0,122.765
Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,56.520,3,0,15.826
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,6.560,2,0,1.902
Second Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,243.920,5,0.2,-15.245
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,47.520,9,0,22.810
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,19.980,1,0,8.591
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Art,8.000,5,0,3.440
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,6.160,2,0,1.971
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,83.560,4,0,1.671
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,546.060,3,0,163.818
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,269.490,3,0,5.390
First Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Fasteners,10.900,5,0,3.597
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Binders,6.096,2,0.2,2.210
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,34.050,3,0,9.534
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,352.380,2,0,81.047
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,245.980,2,0,27.058
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,18.940,1,0,9.470
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,59.913,7,0.7,-45.933
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,391.980,2,0,109.754
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,437.850,3,0,131.355
Standard Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,68.620,2,0,32.251
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Supplies,25.020,3,0,6.505
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,10.710,3,0,2.785
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,55.984,2,0.2,4.199
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,14.480,5,0.2,4.887
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,142.488,3,0.2,-3.562
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,14.160,1,0.2,1.062
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,79.920,5,0.2,27.972
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,590.352,6,0.2,206.623
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Furnishings,17.088,2,0.2,1.068
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,98.392,1,0.2,-11.069
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,11.050,5,0,2.984
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,7.780,2,0,2.023
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,659.900,2,0,217.767
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,53.040,3,0.2,-4.641
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,843.900,2,0,371.316
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,1496.160,9,0,224.424
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,117.960,2,0,5.898
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,21.300,5,0,8.733
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,1040.800,5,0,281.016
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,29.340,6,0,7.922
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,19.520,2,0.2,5.368
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,443.920,4,0,8.878
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Technology,Accessories,499.950,5,0,174.983
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Art,3.040,1,0,1.034
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Chairs,201.960,2,0,50.490
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Furnishings,68.640,11,0,17.160
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,100.000,4,0,21.000
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,359.980,2,0,21.599
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,6.160,2,0,2.957
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,2348.820,9,0,399.299
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Labels,13.872,6,0.2,4.682
Standard Class,Corporate,United States,Miami,Florida,33180,South,Furniture,Chairs,273.552,3,0.2,-13.678
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,815.292,9,0.4,-339.705
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Accessories,234.450,3,0,103.158
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,1256.220,6,0,75.373
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,17.460,2,0,8.206
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.528,7,0.2,3.685
First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Binders,152.800,5,0,76.400
Standard Class,Home Office,United States,La Mesa,California,91941,West,Office Supplies,Binders,82.560,5,0.2,28.896
Standard Class,Home Office,United States,La Mesa,California,91941,West,Technology,Accessories,284.970,3,0,85.491
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Furnishings,60.840,3,0,23.119
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,1325.760,6,0.2,149.148
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,572.160,3,0.2,35.760
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,28.800,9,0.2,10.080
First Class,Home Office,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,11.120,4,0,2.891
Second Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,7.040,4,0,3.098
Second Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,17.940,3,0,8.791
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,34.760,5,0.2,11.297
Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Furniture,Furnishings,74.450,5,0,20.102
Standard Class,Corporate,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,192.220,14,0,69.199
Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,19.440,3,0,9.331
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Paper,32.400,5,0,15.552
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Envelopes,57.900,5,0,28.950
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Storage,10.560,2,0,0.000
Second Class,Corporate,United States,Apple Valley,California,92307,West,Furniture,Bookcases,1194.165,5,0.15,210.735
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,40.990,1,0,20.085
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Art,2.940,1,0,0.794
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Binders,45.240,4,0.7,-30.160
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,18.688,4,0.2,2.336
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Paper,11.648,2,0.2,3.786
First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Accessories,112.776,3,0.2,-8.458
First Class,Home Office,United States,Salem,Oregon,97301,West,Furniture,Tables,377.450,5,0.5,-264.215
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Labels,15.936,4,0.2,5.179
First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Phones,28.680,3,0.2,-7.170
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,21.440,2,0.2,7.504
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,511.056,9,0.2,-95.823
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,18.656,2,0.2,1.399
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Binders,11.088,7,0.7,-8.131
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,66.688,1,0.2,4.168
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,99.488,2,0.2,8.705
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,14.620,2,0,6.871
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,53.984,14,0.2,17.545
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,389.970,3,0,132.590
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,355.360,4,0,92.394
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,140.376,3,0.2,8.774
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,15.840,2,0.2,5.544
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,8.448,2,0.2,2.640
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,12.960,2,0,6.221
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,57.408,6,0.2,5.741
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,27.600,4,0,2.208
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,38.976,3,0.6,-50.669
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Fasteners,20.440,7,0,9.198
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Paper,109.920,2,0,53.861
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,6.380,1,0,2.935
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Paper,6.480,1,0,3.110
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Paper,15.840,3,0,7.128
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Technology,Phones,1049.930,7,0,293.980
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Appliances,154.900,5,0,40.274
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,98.352,3,0.2,35.653
Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Fasteners,14.320,5,0.2,5.191
